country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
South Korea,KOR,3/8/2021,383346,383346,,66481,47006,0.75,0.75,,917,"Oxford/AstraZeneca, Pfizer/BioNTech",Korea Centers for Disease Control and Prevention,http://ncv.kdca.go.kr/
South Korea,KOR,3/9/2021,446941,446941,,63595,51359,0.87,0.87,,1002,"Oxford/AstraZeneca, Pfizer/BioNTech",Korea Centers for Disease Control and Prevention,http://ncv.kdca.go.kr/
South Korea,KOR,3/10/2021,500635,500635,,53694,49459,0.98,0.98,,965,"Oxford/AstraZeneca, Pfizer/BioNTech",Korea Centers for Disease Control and Prevention,http://ncv.kdca.go.kr/
South Korea,KOR,3/11/2021,546277,546277,,45642,45775,1.07,1.07,,893,"Oxford/AstraZeneca, Pfizer/BioNTech",Korea Centers for Disease Control and Prevention,http://ncv.kdca.go.kr/
South Korea,KOR,3/12/2021,583658,583658,,37381,41040,1.14,1.14,,800,"Oxford/AstraZeneca, Pfizer/BioNTech",Korea Centers for Disease Control and Prevention,http://ncv.kdca.go.kr/
South Korea,KOR,3/13/2021,587884,587884,,4226,39033,1.15,1.15,,761,"Oxford/AstraZeneca, Pfizer/BioNTech",Korea Centers for Disease Control and Prevention,http://ncv.kdca.go.kr/
South Korea,KOR,3/14/2021,588958,588958,,1074,38870,1.15,1.15,,758,"Oxford/AstraZeneca, Pfizer/BioNTech",Korea Centers for Disease Control and Prevention,http://ncv.kdca.go.kr/
South Korea,KOR,3/15/2021,602150,602150,,13192,31258,1.17,1.17,,610,"Oxford/AstraZeneca, Pfizer/BioNTech",Korea Centers for Disease Control and Prevention,http://ncv.kdca.go.kr/
South Korea,KOR,3/16/2021,621734,621734,,19584,24970,1.21,1.21,,487,"Oxford/AstraZeneca, Pfizer/BioNTech",Korea Centers for Disease Control and Prevention,http://ncv.kdca.go.kr/
South Korea,KOR,3/17/2021,641331,641331,,19597,20099,1.25,1.25,,392,"Oxford/AstraZeneca, Pfizer/BioNTech",Korea Centers for Disease Control and Prevention,http://ncv.kdca.go.kr/
South Korea,KOR,3/18/2021,659475,659475,,18144,16171,1.29,1.29,,315,"Oxford/AstraZeneca, Pfizer/BioNTech",Korea Centers for Disease Control and Prevention,http://ncv.kdca.go.kr/
South Korea,KOR,3/19/2021,675426,675426,,15951,13110,1.32,1.32,,256,"Oxford/AstraZeneca, Pfizer/BioNTech",Korea Centers for Disease Control and Prevention,http://ncv.kdca.go.kr/
South Korea,KOR,3/20/2021,676900,676587,313,1474,12717,1.32,1.32,0,248,"Oxford/AstraZeneca, Pfizer/BioNTech",Korea Centers for Disease Control and Prevention,http://ncv.kdca.go.kr/
South Korea,KOR,3/21/2021,677200,676607,593,300,12606,1.32,1.32,0,246,"Oxford/AstraZeneca, Pfizer/BioNTech",Korea Centers for Disease Control and Prevention,http://ncv.kdca.go.kr/
South Korea,KOR,3/22/2021,681443,680560,883,4243,11328,1.33,1.33,0,221,"Oxford/AstraZeneca, Pfizer/BioNTech",Korea Centers for Disease Control and Prevention,http://ncv.kdca.go.kr/
South Korea,KOR,3/23/2021,705110,703612,1498,23667,11911,1.38,1.37,0,232,"Oxford/AstraZeneca, Pfizer/BioNTech",Korea Centers for Disease Control and Prevention,http://ncv.kdca.go.kr/
South Korea,KOR,3/24/2021,735815,733124,2691,30705,13498,1.44,1.43,0.01,263,"Oxford/AstraZeneca, Pfizer/BioNTech",Korea Centers for Disease Control and Prevention,http://ncv.kdca.go.kr/
South Korea,KOR,3/25/2021,771284,767451,3833,35469,15973,1.5,1.5,0.01,312,"Oxford/AstraZeneca, Pfizer/BioNTech",Korea Centers for Disease Control and Prevention,http://ncv.kdca.go.kr/
South Korea,KOR,3/26/2021,797506,792274,5232,26222,17440,1.56,1.55,0.01,340,"Oxford/AstraZeneca, Pfizer/BioNTech",Korea Centers for Disease Control and Prevention,http://ncv.kdca.go.kr/
South Korea,KOR,3/27/2021,799090,793858,5232,1584,17456,1.56,1.55,0.01,340,"Oxford/AstraZeneca, Pfizer/BioNTech",Korea Centers for Disease Control and Prevention,http://ncv.kdca.go.kr/
South Korea,KOR,3/28/2021,799198,793966,5232,108,17428,1.56,1.55,0.01,340,"Oxford/AstraZeneca, Pfizer/BioNTech",Korea Centers for Disease Control and Prevention,http://ncv.kdca.go.kr/
South Korea,KOR,3/29/2021,828599,822448,6151,29401,21022,1.62,1.6,0.01,410,"Oxford/AstraZeneca, Pfizer/BioNTech",Korea Centers for Disease Control and Prevention,http://ncv.kdca.go.kr/
South Korea,KOR,3/30/2021,860387,852202,8185,31788,22182,1.68,1.66,0.02,433,"Oxford/AstraZeneca, Pfizer/BioNTech",Korea Centers for Disease Control and Prevention,http://ncv.kdca.go.kr/
South Korea,KOR,3/31/2021,889546,876573,12973,29159,21962,1.74,1.71,0.03,428,"Oxford/AstraZeneca, Pfizer/BioNTech",Korea Centers for Disease Control and Prevention,http://ncv.kdca.go.kr/
South Korea,KOR,4/1/2021,933924,914069,19855,44378,23234,1.82,1.78,0.04,453,"Oxford/AstraZeneca, Pfizer/BioNTech",Korea Centers for Disease Control and Prevention,http://ncv.kdca.go.kr/
South Korea,KOR,4/2/2021,979936,953556,26380,46012,26061,1.91,1.86,0.05,508,"Oxford/AstraZeneca, Pfizer/BioNTech",Korea Centers for Disease Control and Prevention,http://ncv.kdca.go.kr/
South Korea,KOR,4/3/2021,989381,962083,27298,9445,27184,1.93,1.88,0.05,530,"Oxford/AstraZeneca, Pfizer/BioNTech",Korea Centers for Disease Control and Prevention,http://ncv.kdca.go.kr/
South Korea,KOR,4/4/2021,990094,962730,27364,713,27271,1.93,1.88,0.05,532,"Oxford/AstraZeneca, Pfizer/BioNTech",Korea Centers for Disease Control and Prevention,http://ncv.kdca.go.kr/
South Korea,KOR,4/5/2021,1027561,999870,27691,37467,28423,2,1.95,0.05,554,"Oxford/AstraZeneca, Pfizer/BioNTech",Korea Centers for Disease Control and Prevention,http://ncv.kdca.go.kr/
South Korea,KOR,4/6/2021,1072480,1039066,33414,44919,30299,2.09,2.03,0.07,591,"Oxford/AstraZeneca, Pfizer/BioNTech",Korea Centers for Disease Control and Prevention,http://ncv.kdca.go.kr/
South Korea,KOR,4/7/2021,1118221,1075574,42647,45741,32668,2.18,2.1,0.08,637,"Oxford/AstraZeneca, Pfizer/BioNTech",Korea Centers for Disease Control and Prevention,http://ncv.kdca.go.kr/
South Korea,KOR,4/8/2021,1165802,1113666,52136,47581,33125,2.27,2.17,0.1,646,"Oxford/AstraZeneca, Pfizer/BioNTech",Korea Centers for Disease Control and Prevention,http://ncv.kdca.go.kr/
South Korea,KOR,4/9/2021,1207482,1148060,59422,41680,32507,2.36,2.24,0.12,634,"Oxford/AstraZeneca, Pfizer/BioNTech",Korea Centers for Disease Control and Prevention,http://ncv.kdca.go.kr/
South Korea,KOR,4/10/2021,1217460,1156950,60510,9978,32583,2.37,2.26,0.12,636,"Oxford/AstraZeneca, Pfizer/BioNTech",Korea Centers for Disease Control and Prevention,http://ncv.kdca.go.kr/
South Korea,KOR,4/11/2021,1217766,1157255,60511,306,32525,2.38,2.26,0.12,634,"Oxford/AstraZeneca, Pfizer/BioNTech",Korea Centers for Disease Control and Prevention,http://ncv.kdca.go.kr/
South Korea,KOR,4/12/2021,1255899,1195342,60557,38133,32620,2.45,2.33,0.12,636,"Oxford/AstraZeneca, Pfizer/BioNTech",Korea Centers for Disease Control and Prevention,http://ncv.kdca.go.kr/
South Korea,KOR,4/13/2021,1299632,1239065,60567,43733,32450,2.53,2.42,0.12,633,"Oxford/AstraZeneca, Pfizer/BioNTech",Korea Centers for Disease Control and Prevention,http://ncv.kdca.go.kr/
South Korea,KOR,4/14/2021,1346478,1285909,60569,46846,32608,2.63,2.51,0.12,636,"Oxford/AstraZeneca, Pfizer/BioNTech",Korea Centers for Disease Control and Prevention,http://ncv.kdca.go.kr/
South Korea,KOR,4/15/2021,1440224,1379653,60571,93746,39203,2.81,2.69,0.12,765,"Oxford/AstraZeneca, Pfizer/BioNTech",Korea Centers for Disease Control and Prevention,http://ncv.kdca.go.kr/
South Korea,KOR,4/16/2021,1543546,1482969,60577,103322,48009,3.01,2.89,0.12,936,"Oxford/AstraZeneca, Pfizer/BioNTech",Korea Centers for Disease Control and Prevention,http://ncv.kdca.go.kr/
South Korea,KOR,4/17/2021,1573088,1512503,60585,29542,50804,3.07,2.95,0.12,991,"Oxford/AstraZeneca, Pfizer/BioNTech",Korea Centers for Disease Control and Prevention,http://ncv.kdca.go.kr/
South Korea,KOR,4/18/2021,1577975,1517390,60585,4887,51458,3.08,2.96,0.12,1004,"Oxford/AstraZeneca, Pfizer/BioNTech",Korea Centers for Disease Control and Prevention,http://ncv.kdca.go.kr/
South Korea,KOR,4/19/2021,1700076,1639490,60586,122101,63454,3.32,3.2,0.12,1238,"Oxford/AstraZeneca, Pfizer/BioNTech",Korea Centers for Disease Control and Prevention,http://ncv.kdca.go.kr/
South Korea,KOR,4/20/2021,1832004,1771407,60597,131928,76053,3.57,3.46,0.12,1483,"Oxford/AstraZeneca, Pfizer/BioNTech",Korea Centers for Disease Control and Prevention,http://ncv.kdca.go.kr/
South Korea,KOR,4/21/2021,1964389,1903767,60622,132385,88273,3.83,3.71,0.12,1722,"Oxford/AstraZeneca, Pfizer/BioNTech",Korea Centers for Disease Control and Prevention,http://ncv.kdca.go.kr/
South Korea,KOR,4/22/2021,2114700,2035549,79151,150311,96354,4.12,3.97,0.15,1879,"Oxford/AstraZeneca, Pfizer/BioNTech",Korea Centers for Disease Control and Prevention,http://ncv.kdca.go.kr/
South Korea,KOR,4/23/2021,2294259,2195492,98767,179559,107245,4.47,4.28,0.19,2092,"Oxford/AstraZeneca, Pfizer/BioNTech",Korea Centers for Disease Control and Prevention,http://ncv.kdca.go.kr/
South Korea,KOR,4/24/2021,2365177,2260639,104538,70918,113156,4.61,4.41,0.2,2207,"Oxford/AstraZeneca, Pfizer/BioNTech",Korea Centers for Disease Control and Prevention,http://ncv.kdca.go.kr/
South Korea,KOR,4/25/2021,2371793,2266888,104905,6616,113403,4.63,4.42,0.2,2212,"Oxford/AstraZeneca, Pfizer/BioNTech",Korea Centers for Disease Control and Prevention,http://ncv.kdca.go.kr/
South Korea,KOR,4/26/2021,2536478,2409975,126503,164685,119486,4.95,4.7,0.25,2331,"Oxford/AstraZeneca, Pfizer/BioNTech",Korea Centers for Disease Control and Prevention,http://ncv.kdca.go.kr/
South Korea,KOR,4/27/2021,2735051,2586769,148282,198573,129007,5.33,5.05,0.29,2516,"Oxford/AstraZeneca, Pfizer/BioNTech",Korea Centers for Disease Control and Prevention,http://ncv.kdca.go.kr/
South Korea,KOR,4/28/2021,2977515,2808794,168721,242464,144732,5.81,5.48,0.33,2823,"Oxford/AstraZeneca, Pfizer/BioNTech",Korea Centers for Disease Control and Prevention,http://ncv.kdca.go.kr/
South Korea,KOR,4/29/2021,3254738,3056004,198734,277223,162863,6.35,5.96,0.39,3177,"Oxford/AstraZeneca, Pfizer/BioNTech",Korea Centers for Disease Control and Prevention,http://ncv.kdca.go.kr/
South Korea,KOR,4/30/2021,3554402,3326003,228399,299664,180020,6.93,6.49,0.45,3511,"Oxford/AstraZeneca, Pfizer/BioNTech",Korea Centers for Disease Control and Prevention,http://ncv.kdca.go.kr/
South Korea,KOR,5/1/2021,3631292,3395104,236188,76890,180874,7.08,6.62,0.46,3528,"Oxford/AstraZeneca, Pfizer/BioNTech",Korea Centers for Disease Control and Prevention,http://ncv.kdca.go.kr/
South Korea,KOR,5/2/2021,3633353,3396864,236489,2061,180223,7.09,6.63,0.46,3515,"Oxford/AstraZeneca, Pfizer/BioNTech",Korea Centers for Disease Control and Prevention,http://ncv.kdca.go.kr/
South Korea,KOR,5/3/2021,3733940,3466908,267032,100587,171066,7.28,6.76,0.52,3337,"Oxford/AstraZeneca, Pfizer/BioNTech",Korea Centers for Disease Control and Prevention,http://ncv.kdca.go.kr/
South Korea,KOR,5/4/2021,3828206,3530014,298192,94266,156165,7.47,6.89,0.58,3046,"Oxford/AstraZeneca, Pfizer/BioNTech",Korea Centers for Disease Control and Prevention,http://ncv.kdca.go.kr/
South Korea,KOR,5/5/2021,3883829,3560324,323505,55623,129473,7.58,6.94,0.63,2525,"Oxford/AstraZeneca, Pfizer/BioNTech",Korea Centers for Disease Control and Prevention,http://ncv.kdca.go.kr/
South Korea,KOR,5/6/2021,4005806,3608616,397190,121977,107295,7.81,7.04,0.77,2093,"Oxford/AstraZeneca, Pfizer/BioNTech",Korea Centers for Disease Control and Prevention,http://ncv.kdca.go.kr/
South Korea,KOR,5/7/2021,4136581,3662587,473994,130775,83168,8.07,7.14,0.92,1622,"Oxford/AstraZeneca, Pfizer/BioNTech",Korea Centers for Disease Control and Prevention,http://ncv.kdca.go.kr/
South Korea,KOR,5/8/2021,4176221,3674682,501539,39640,77847,8.15,7.17,0.98,1518,"Oxford/AstraZeneca, Pfizer/BioNTech",Korea Centers for Disease Control and Prevention,http://ncv.kdca.go.kr/
South Korea,KOR,5/9/2021,4181003,3674729,506274,4782,78236,8.16,7.17,0.99,1526,"Oxford/AstraZeneca, Pfizer/BioNTech",Korea Centers for Disease Control and Prevention,http://ncv.kdca.go.kr/
South Korea,KOR,5/10/2021,4276579,3692566,584013,95576,77520,8.34,7.2,1.14,1512,"Oxford/AstraZeneca, Pfizer/BioNTech",Korea Centers for Disease Control and Prevention,http://ncv.kdca.go.kr/
South Korea,KOR,5/11/2021,4363470,3698657,664813,86891,76466,8.51,7.21,1.3,1491,"Oxford/AstraZeneca, Pfizer/BioNTech",Korea Centers for Disease Control and Prevention,http://ncv.kdca.go.kr/
South Korea,KOR,5/12/2021,4458730,3711023,747707,95260,82129,8.7,7.24,1.46,1602,"Oxford/AstraZeneca, Pfizer/BioNTech",Korea Centers for Disease Control and Prevention,http://ncv.kdca.go.kr/
South Korea,KOR,5/13/2021,4545683,3719983,825700,86953,77125,8.87,7.26,1.61,1504,"Oxford/AstraZeneca, Pfizer/BioNTech",Korea Centers for Disease Control and Prevention,http://ncv.kdca.go.kr/
South Korea,KOR,5/14/2021,4636641,3731221,905420,90958,71437,9.04,7.28,1.77,1393,"Oxford/AstraZeneca, Pfizer/BioNTech",Korea Centers for Disease Control and Prevention,http://ncv.kdca.go.kr/
South Korea,KOR,5/15/2021,4669153,3733796,935357,32512,70419,9.11,7.28,1.82,1374,"Oxford/AstraZeneca, Pfizer/BioNTech",Korea Centers for Disease Control and Prevention,http://ncv.kdca.go.kr/
South Korea,KOR,5/16/2021,4674151,3733806,940345,4998,70450,9.12,7.28,1.83,1374,"Oxford/AstraZeneca, Pfizer/BioNTech",Korea Centers for Disease Control and Prevention,http://ncv.kdca.go.kr/
South Korea,KOR,5/17/2021,4785576,3745934,1039642,111425,72714,9.33,7.31,2.03,1418,"Oxford/AstraZeneca, Pfizer/BioNTech",Korea Centers for Disease Control and Prevention,http://ncv.kdca.go.kr/
South Korea,KOR,5/18/2021,4939339,3759058,1180281,153763,82267,9.63,7.33,2.3,1605,"Oxford/AstraZeneca, Pfizer/BioNTech",Korea Centers for Disease Control and Prevention,http://ncv.kdca.go.kr/
South Korea,KOR,5/19/2021,5034150,3760940,1273210,94811,82203,9.82,7.34,2.48,1603,"Oxford/AstraZeneca, Pfizer/BioNTech",Korea Centers for Disease Control and Prevention,http://ncv.kdca.go.kr/
South Korea,KOR,5/20/2021,5255441,3772599,1482842,221291,101394,10.25,7.36,2.89,1978,"Oxford/AstraZeneca, Pfizer/BioNTech",Korea Centers for Disease Control and Prevention,http://ncv.kdca.go.kr/
South Korea,KOR,5/21/2021,5495098,3787570,1707528,239657,122637,10.72,7.39,3.33,2392,"Oxford/AstraZeneca, Pfizer/BioNTech",Korea Centers for Disease Control and Prevention,http://ncv.kdca.go.kr/
South Korea,KOR,5/22/2021,5536097,3792660,1743437,40999,123849,10.8,7.4,3.4,2416,"Oxford/AstraZeneca, Pfizer/BioNTech",Korea Centers for Disease Control and Prevention,http://ncv.kdca.go.kr/
South Korea,KOR,5/23/2021,5539242,3792906,1746336,3145,123584,10.8,7.4,3.41,2410,"Oxford/AstraZeneca, Pfizer/BioNTech",Korea Centers for Disease Control and Prevention,http://ncv.kdca.go.kr/
South Korea,KOR,5/24/2021,5715453,3864784,1850669,176211,132840,11.15,7.54,3.61,2591,"Oxford/AstraZeneca, Pfizer/BioNTech",Korea Centers for Disease Control and Prevention,http://ncv.kdca.go.kr/
South Korea,KOR,5/25/2021,5887992,3942775,1945217,172539,135522,11.48,7.69,3.79,2643,"Oxford/AstraZeneca, Pfizer/BioNTech",Korea Centers for Disease Control and Prevention,http://ncv.kdca.go.kr/
South Korea,KOR,5/26/2021,6043663,4030744,2012919,155671,144216,11.79,7.86,3.93,2813,"Oxford/AstraZeneca, Pfizer/BioNTech",Korea Centers for Disease Control and Prevention,http://ncv.kdca.go.kr/
South Korea,KOR,5/27/2021,6757397,4688520,2068877,713734,214565,13.18,9.14,4.04,4185,"Oxford/AstraZeneca, Pfizer/BioNTech",Korea Centers for Disease Control and Prevention,http://ncv.kdca.go.kr/
South Korea,KOR,5/28/2021,7367683,5233963,2133720,610286,267512,14.37,10.21,4.16,5218,"Oxford/AstraZeneca, Pfizer/BioNTech",Korea Centers for Disease Control and Prevention,http://ncv.kdca.go.kr/
South Korea,KOR,5/29/2021,7542308,5399015,2143293,174625,286602,14.71,10.53,4.18,5590,"Oxford/AstraZeneca, Pfizer/BioNTech",Korea Centers for Disease Control and Prevention,http://ncv.kdca.go.kr/
South Korea,KOR,5/30/2021,7547239,5403854,2143385,4931,286857,14.72,10.54,4.18,5595,"Oxford/AstraZeneca, Pfizer/BioNTech",Korea Centers for Disease Control and Prevention,http://ncv.kdca.go.kr/
South Korea,KOR,5/31/2021,7962839,5791503,2171336,415600,321055,15.53,11.3,4.24,6262,"Oxford/AstraZeneca, Pfizer/BioNTech",Korea Centers for Disease Control and Prevention,http://ncv.kdca.go.kr/
South Sudan,SSD,4/5/2021,0,0,,,,0,0,,,Oxford/AstraZeneca,World Health Organization,https://covid19.who.int/
South Sudan,SSD,4/15/2021,947,947,,,95,0.01,0.01,,8,Oxford/AstraZeneca,World Health Organization,https://covid19.who.int/
South Sudan,SSD,5/12/2021,5459,5459,,,167,0.05,0.05,,15,Oxford/AstraZeneca,World Health Organization,https://covid19.who.int/
South Sudan,SSD,5/18/2021,6403,6403,,,159,0.06,0.06,,14,Oxford/AstraZeneca,World Health Organization,https://covid19.who.int/
South Sudan,SSD,5/21/2021,7500,7500,,,247,0.07,0.07,,22,Oxford/AstraZeneca,World Health Organization,https://covid19.who.int/
South Sudan,SSD,5/24/2021,7976,7976,,,247,0.07,0.07,,22,Oxford/AstraZeneca,World Health Organization,https://covid19.who.int/
South Sudan,SSD,5/26/2021,8606,8606,,,262,0.08,0.08,,23,Oxford/AstraZeneca,World Health Organization,https://covid19.who.int/
South Sudan,SSD,5/31/2021,9744,9744,,,253,0.09,0.09,,23,Oxford/AstraZeneca,World Health Organization,https://covid19.who.int/
Spain,ESP,1/4/2021,82834,82834,,,,0.18,0.18,,,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210531.ods
Spain,ESP,1/5/2021,139339,139339,,56505,56505,0.3,0.3,,1209,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210531.ods
Spain,ESP,1/7/2021,207323,207323,,,41496,0.44,0.44,,888,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210531.ods
Spain,ESP,1/8/2021,277976,277976,,70653,48786,0.59,0.59,,1043,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210531.ods
Spain,ESP,1/11/2021,406091,406091,,,46180,0.87,0.87,,988,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210531.ods
Spain,ESP,1/12/2021,488122,488122,,82031,49826,1.04,1.04,,1066,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210531.ods
Spain,ESP,1/13/2021,581638,581638,,93516,58330,1.24,1.24,,1248,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210531.ods
Spain,ESP,1/14/2021,676186,676186,,94548,66980,1.45,1.45,,1433,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210531.ods
Spain,ESP,1/15/2021,768950,768950,,92764,70139,1.64,1.64,,1500,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210531.ods
Spain,ESP,1/18/2021,897942,895627,2315,,70264,1.92,1.92,0,1503,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210531.ods
Spain,ESP,1/19/2021,966097,956756,9341,68155,68282,2.07,2.05,0.02,1460,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210531.ods
Spain,ESP,1/20/2021,1025937,1010295,15642,59840,63471,2.19,2.16,0.03,1358,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210531.ods
Spain,ESP,1/21/2021,1103301,1054245,49056,77364,61016,2.36,2.25,0.1,1305,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210531.ods
Spain,ESP,1/22/2021,1165825,1097369,68456,62524,56696,2.49,2.35,0.15,1213,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210531.ods
Spain,ESP,1/24/2021,1237593,1148895,88698,,54664,2.65,2.46,0.19,1169,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210531.ods
Spain,ESP,1/25/2021,1291216,1167519,123697,53623,56182,2.76,2.5,0.26,1202,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210531.ods
Spain,ESP,1/26/2021,1356461,1183395,173066,65245,55766,2.9,2.53,0.37,1193,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210531.ods
Spain,ESP,1/27/2021,1395618,1202859,192759,39157,52812,2.98,2.57,0.41,1130,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210531.ods
Spain,ESP,1/28/2021,1474189,1222323,251866,78571,52984,3.15,2.61,0.54,1133,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210531.ods
Spain,ESP,1/31/2021,1609261,1251369,357892,,53095,3.44,2.68,0.77,1136,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210531.ods
Spain,ESP,2/1/2021,1673054,1254535,418519,63793,54548,3.58,2.68,0.9,1167,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210531.ods
Spain,ESP,2/2/2021,1764778,1265800,498978,91724,58331,3.77,2.71,1.07,1248,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210531.ods
Spain,ESP,2/3/2021,1865342,1279220,586122,100564,67103,3.99,2.74,1.25,1435,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210531.ods
Spain,ESP,2/4/2021,1988160,1305251,682909,122818,73424,4.25,2.79,1.46,1570,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210531.ods
Spain,ESP,2/7/2021,2105033,1318626,786407,,70825,4.5,2.82,1.68,1515,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210531.ods
Spain,ESP,2/8/2021,2167241,1328459,838782,62208,70598,4.64,2.84,1.79,1510,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210531.ods
Spain,ESP,2/9/2021,2233249,1343566,889683,66008,66924,4.78,2.87,1.9,1431,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210531.ods
